Post_ID,Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Interactions,Engagement_Rate,Like_Rate,Share_Rate,Comment_Rate,Year,Post_Month,Post_Quarter,Day_Of_Week,Is_Fitness,Reach_Tier,Format_Group
Post_1134,2023-01-02,Twitter,#Fitness,Live Stream,USA,1706185,35065,44031,14777,Medium,93873,0.055019238828145835,0.02055169867276995,0.025806697397996115,0.008660842757379768,2023,2023-01,2023Q1,Monday,1,T2 Growth reach,Live stream
Post_1184,2023-01-15,Twitter,#Fitness,Video,India,1588694,85453,32995,47809,Low,166257,0.10465010883153081,0.05378820591001162,0.02076863134121486,0.030093271580304327,2023,2023-01,2023Q1,Sunday,1,T2 Growth reach,Long-form video
Post_1193,2023-09-16,YouTube,#Fitness,Video,Germany,2289467,55335,94333,43209,High,192877,0.0842453723945355,0.02416938090830748,0.04120303983416228,0.018872951652065744,2023,2023-09,2023Q3,Saturday,1,T2 Growth reach,Long-form video
Post_1202,2022-01-30,Instagram,#Fitness,Live Stream,UK,4184048,287717,88326,45451,Medium,421494,0.10073832804977381,0.06876522449073243,0.02111017846831585,0.010862925090725537,2022,2022-01,2022Q1,Sunday,1,T4 Mega reach,Live stream
Post_1203,2022-02-13,Twitter,#Fitness,Post,Germany,2435410,326186,1739,5729,Low,333654,0.1370011620220004,0.13393473788807633,0.0007140481479504478,0.0023523759859736143,2022,2022-02,2022Q1,Sunday,1,T2 Growth reach,Image post
Post_1207,2023-02-16,Twitter,#Fitness,Video,USA,2595660,434540,40012,13478,High,488030,0.18801769106893815,0.16741021551358806,0.015414961897937327,0.005192513657412758,2023,2023-02,2023Q1,Thursday,1,T2 Growth reach,Long-form video
Post_1224,2022-01-07,TikTok,#Fitness,Post,USA,3943560,361857,53708,10889,High,426454,0.10813934617452252,0.09175896905334266,0.013619166438446479,0.0027612106827333677,2022,2022-01,2022Q1,Friday,1,T4 Mega reach,Image post
Post_1236,2023-06-20,YouTube,#Fitness,Reel,Japan,1658169,328783,1574,11658,High,342015,0.20626064050166176,0.1982807542536376,0.0009492397940137585,0.007030646454010418,2023,2023-06,2023Q2,Tuesday,1,T2 Growth reach,Short video
Post_1257,2023-10-08,TikTok,#Fitness,Live Stream,Canada,2288198,160224,63631,2779,High,226634,0.09904475049799012,0.07002191243939554,0.02780834525683529,0.0012144928017592883,2023,2023-10,2023Q4,Sunday,1,T2 Growth reach,Live stream
Post_1269,2022-12-14,TikTok,#Fitness,Shorts,USA,2458064,428601,16411,12329,Medium,457341,0.18605740127189527,0.17436527283260322,0.006676392477982672,0.005015735961309388,2022,2022-12,2022Q4,Wednesday,1,T2 Growth reach,Short video
Post_1294,2023-04-08,YouTube,#Fitness,Video,UK,2289887,411599,6923,34729,High,453251,0.19793596801938262,0.17974642416852885,0.0030232932891448355,0.01516625056170894,2023,2023-04,2023Q2,Saturday,1,T2 Growth reach,Long-form video
Post_1309,2023-05-07,YouTube,#Fitness,Shorts,UK,894414,424359,9498,48618,High,482475,0.539431404249039,0.4744547826845286,0.01061924343760272,0.05435737812690768,2023,2023-05,2023Q2,Sunday,1,T1 Emerging reach,Short video
Post_1318,2023-06-30,Twitter,#Fitness,Video,Germany,2055018,318200,34749,4831,High,357780,0.1741006648116951,0.15484049288132756,0.016909340940079357,0.002350830990288163,2023,2023-06,2023Q2,Friday,1,T2 Growth reach,Long-form video
Post_1322,2022-11-15,Twitter,#Fitness,Shorts,Australia,4500031,189284,97120,44811,Medium,331215,0.0736028262916411,0.042062821345008515,0.021582073545715574,0.009957931400917016,2022,2022-11,2022Q4,Tuesday,1,T4 Mega reach,Short video
Post_1334,2023-08-10,Twitter,#Fitness,Video,Brazil,4328041,127158,91300,2263,Low,220721,0.05099789951158041,0.02938003591001102,0.021094994247975007,0.000522869353594386,2023,2023-08,2023Q3,Thursday,1,T4 Mega reach,Long-form video
Post_1352,2022-06-12,TikTok,#Fitness,Live Stream,Australia,675163,272637,95308,27495,High,395440,0.5856956023952734,0.4038091542338665,0.14116294879903074,0.040723499362376195,2022,2022-06,2022Q2,Sunday,1,T1 Emerging reach,Live stream
Post_1353,2023-09-27,YouTube,#Fitness,Shorts,Germany,3156979,486439,65910,47543,Medium,599892,0.19002090289482446,0.15408369837113264,0.020877554142742158,0.015059650380949635,2023,2023-09,2023Q3,Wednesday,1,T3 Established reach,Short video
Post_1374,2023-06-06,Twitter,#Fitness,Video,UK,4517381,232135,69688,1995,Low,303818,0.06725534109254898,0.051387075829999726,0.015426637691175485,0.00044162757137376725,2023,2023-06,2023Q2,Tuesday,1,T4 Mega reach,Long-form video
Post_1375,2023-10-26,Twitter,#Fitness,Video,Canada,4496073,124732,19857,2918,Medium,147507,0.0328079637496989,0.02774243211798385,0.0044165208171664475,0.0006490108145486072,2023,2023-10,2023Q4,Thursday,1,T4 Mega reach,Long-form video
Post_1380,2022-04-19,TikTok,#Fitness,Shorts,Brazil,1323089,321120,43717,31601,High,396438,0.2996306370924405,0.24270476135770155,0.03304161700384479,0.023884258730894142,2022,2022-04,2022Q2,Tuesday,1,T1 Emerging reach,Short video
Post_1381,2023-05-28,YouTube,#Fitness,Reel,Germany,4993673,462012,14851,39245,Low,516108,0.1033523821043148,0.09251947414258002,0.0029739632531004733,0.007858944708634305,2023,2023-05,2023Q2,Sunday,1,T4 Mega reach,Short video
Post_1391,2022-07-12,TikTok,#Fitness,Reel,Canada,3806689,20540,47457,9403,High,77400,0.02033263027265952,0.005395765191219981,0.012466739468341122,0.002470125613098417,2022,2022-07,2022Q3,Tuesday,1,T3 Established reach,Short video
Post_1402,2022-01-16,TikTok,#Fitness,Video,UK,534126,87051,54840,1455,Medium,143346,0.26837487783781355,0.16297839835544423,0.10267240314083194,0.00272407634153739,2022,2022-01,2022Q1,Sunday,1,T1 Emerging reach,Long-form video
Post_1411,2023-12-01,Instagram,#Fitness,Shorts,Canada,1270114,443977,12624,5006,Medium,461607,0.363437455220555,0.34955681143582384,0.009939265294296418,0.003941378490434717,2023,2023-12,2023Q4,Friday,1,T1 Emerging reach,Short video
Post_1417,2023-12-15,Instagram,#Fitness,Live Stream,USA,1760362,304604,96372,32740,High,433716,0.24637886980064327,0.17303486441993182,0.054745558015908094,0.018598447364803376,2023,2023-12,2023Q4,Friday,1,T2 Growth reach,Live stream
Post_1421,2022-05-28,YouTube,#Fitness,Video,India,3627837,118275,97590,15628,Medium,231493,0.06381019874928229,0.032602071151487784,0.026900326558221884,0.004307801039572616,2022,2022-05,2022Q2,Saturday,1,T3 Established reach,Long-form video
Post_1442,2022-10-01,TikTok,#Fitness,Tweet,Canada,2090020,106952,66241,31466,Low,204659,0.09792202945426359,0.05117271605056411,0.03169395508176955,0.015055358321929934,2022,2022-10,2022Q4,Saturday,1,T2 Growth reach,Text post
Post_1446,2022-12-02,TikTok,#Fitness,Live Stream,India,3654157,446765,960,10338,Low,458063,0.12535394620428186,0.12226212502637407,0.0002627144920155319,0.0028291066858922593,2022,2022-12,2022Q4,Friday,1,T3 Established reach,Live stream
Post_1457,2023-09-28,YouTube,#Fitness,Post,Canada,3789717,314746,69878,17368,Medium,401992,0.10607441136105941,0.08305263955065774,0.018438843850345554,0.00458292796005612,2023,2023-09,2023Q3,Thursday,1,T3 Established reach,Image post
Post_1458,2023-03-30,YouTube,#Fitness,Video,USA,1980686,27994,52403,25446,Medium,105843,0.053437546385444235,0.014133487084777699,0.026456995202672206,0.012847064097994331,2023,2023-03,2023Q1,Thursday,1,T2 Growth reach,Long-form video
Post_1465,2022-10-16,YouTube,#Fitness,Shorts,India,4995243,198754,50261,36892,Medium,285907,0.05723585419167796,0.03978865492629688,0.010061772770613962,0.007385426494767122,2022,2022-10,2022Q4,Sunday,1,T4 Mega reach,Short video
Post_1467,2022-05-17,Instagram,#Fitness,Shorts,Canada,2249841,97823,18276,5221,High,121320,0.053923810615950196,0.04347996147283297,0.008123240709010103,0.0023206084341071214,2022,2022-05,2022Q2,Tuesday,1,T2 Growth reach,Short video
Post_1481,2022-04-01,TikTok,#Fitness,Tweet,Brazil,3716784,8333,58793,1796,Low,68922,0.018543450466855217,0.0022419920016874804,0.01581824502042626,0.00048321344474147544,2022,2022-04,2022Q2,Friday,1,T3 Established reach,Text post
Post_1487,2023-02-26,YouTube,#Fitness,Post,Australia,3944670,372509,62062,992,Low,435563,0.11041810848562744,0.09443350140822933,0.015733128499975917,0.0002514785774221925,2023,2023-02,2023Q1,Sunday,1,T4 Mega reach,Image post
Post_1488,2023-03-01,Twitter,#Fitness,Tweet,India,4833726,226063,96093,28087,Medium,350243,0.07245818236283977,0.046767855687310365,0.01987969529096188,0.005810631384567516,2023,2023-03,2023Q1,Wednesday,1,T4 Mega reach,Text post
Post_1496,2022-03-03,Twitter,#Fitness,Post,Brazil,3130764,471908,48103,21747,Medium,541758,0.17304338493735075,0.15073253685043012,0.01536462026521322,0.0069462278217074175,2022,2022-03,2022Q1,Thursday,1,T3 Established reach,Image post
Post_1508,2022-05-28,TikTok,#Fitness,Post,Brazil,4473700,15777,85487,15204,High,116468,0.026033931644947137,0.0035266110825491206,0.019108791380736304,0.0033985291816617117,2022,2022-05,2022Q2,Saturday,1,T4 Mega reach,Image post
Post_1509,2022-02-06,YouTube,#Fitness,Live Stream,UK,3822229,385332,48139,6985,Low,440456,0.1152353770535465,0.10081342588316922,0.012594483480712432,0.0018274676896648527,2022,2022-02,2022Q1,Sunday,1,T3 Established reach,Live stream
Post_1510,2023-03-20,Twitter,#Fitness,Tweet,Australia,4253475,394052,7337,4553,High,405942,0.0954377303263802,0.09264236888661624,0.0017249425469762958,0.0010704188927876618,2023,2023-03,2023Q1,Monday,1,T4 Mega reach,Text post
Post_1524,2022-03-06,Twitter,#Fitness,Post,Brazil,1595568,145000,70495,40154,Low,255649,0.1602244467174072,0.0908767285380504,0.044181758470964574,0.025165959708392246,2022,2022-03,2022Q1,Sunday,1,T2 Growth reach,Image post
Post_1525,2022-11-22,YouTube,#Fitness,Reel,India,2632783,220230,80297,29046,Medium,329573,0.1251804649300759,0.08364912717835082,0.030498905530763454,0.01103243222096162,2022,2022-11,2022Q4,Tuesday,1,T2 Growth reach,Short video
Post_1532,2022-06-20,TikTok,#Fitness,Live Stream,Brazil,4321729,395257,25222,9123,High,429602,0.0994051223480232,0.09145807152646544,0.005836090138923565,0.0021109606826341955,2022,2022-06,2022Q2,Monday,1,T4 Mega reach,Live stream
Post_1540,2022-02-08,Instagram,#Fitness,Reel,USA,1913736,54523,2152,11464,High,68139,0.03560522454507832,0.028490345585807028,0.0011245020211774247,0.005990376938093864,2022,2022-02,2022Q1,Tuesday,1,T2 Growth reach,Short video
Post_1542,2023-01-12,YouTube,#Fitness,Reel,Canada,2911881,44708,57294,21899,Low,123901,0.04255015915828978,0.0153536494108104,0.01967594142755147,0.007520568319927909,2023,2023-01,2023Q1,Thursday,1,T3 Established reach,Short video
Post_1553,2023-02-07,YouTube,#Fitness,Live Stream,Japan,1797416,432818,87238,33875,Low,553931,0.3081818566208379,0.24080012640368173,0.04853523057544831,0.018846499641707874,2023,2023-02,2023Q1,Tuesday,1,T2 Growth reach,Live stream
Post_1572,2022-05-06,Instagram,#Fitness,Reel,India,4956932,128560,68871,43838,Medium,241269,0.04867305018507415,0.025935397136777345,0.013893876292835972,0.008843776755460837,2022,2022-05,2022Q2,Friday,1,T4 Mega reach,Short video
Post_1585,2023-12-21,Twitter,#Fitness,Reel,USA,3675226,477204,2549,30839,High,510592,0.13892805503661543,0.129843443641289,0.0006935627904243168,0.00839104860490212,2023,2023-12,2023Q4,Thursday,1,T3 Established reach,Short video
Post_1589,2022-01-19,Instagram,#Fitness,Post,Japan,4277170,471076,43675,21460,Medium,536211,0.12536583769174478,0.11013731041786975,0.01021119104454581,0.005017336229329206,2022,2022-01,2022Q1,Wednesday,1,T4 Mega reach,Image post
Post_1602,2023-12-16,YouTube,#Fitness,Reel,Japan,2703326,239560,14191,44747,Low,298498,0.11041879521744695,0.08861676320207033,0.005249459369680165,0.01655257264569645,2023,2023-12,2023Q4,Saturday,1,T3 Established reach,Short video
Post_1605,2023-09-09,Instagram,#Fitness,Tweet,Australia,2316764,98083,89325,34220,Low,221628,0.09566274337826382,0.042336206881667705,0.038555934052842675,0.014770602443753443,2023,2023-09,2023Q3,Saturday,1,T2 Growth reach,Text post
Post_1606,2023-12-28,Instagram,#Fitness,Video,Australia,2463746,310242,10086,38862,High,359190,0.14579019103430305,0.12592288328423465,0.00409376615933623,0.015773541590732163,2023,2023-12,2023Q4,Thursday,1,T2 Growth reach,Long-form video
Post_1607,2023-11-20,YouTube,#Fitness,Tweet,Brazil,979236,445534,44401,41269,High,531204,0.5424678014288691,0.4549812302652272,0.045342491493368296,0.04214407967027356,2023,2023-11,2023Q4,Monday,1,T1 Emerging reach,Text post
Post_1608,2022-04-18,Instagram,#Fitness,Reel,Australia,3418348,292153,51497,30601,Low,374251,0.10948300173066054,0.08546613744416894,0.015064879292570563,0.00895198499392104,2022,2022-04,2022Q2,Monday,1,T3 Established reach,Short video
Post_1609,2023-09-06,Instagram,#Fitness,Post,Brazil,1057426,357002,30426,49349,Low,436777,0.41305680019216473,0.33761416874561434,0.028773644680573394,0.04666898676597701,2023,2023-09,2023Q3,Wednesday,1,T1 Emerging reach,Image post
Post_1617,2022-05-14,Instagram,#Fitness,Shorts,India,1876999,457119,16393,27762,Medium,501274,0.2670614102618062,0.24353715691910333,0.008733622127662296,0.014790631215040605,2022,2022-05,2022Q2,Saturday,1,T2 Growth reach,Short video
Post_1619,2022-05-22,TikTok,#Fitness,Video,Japan,1247095,384412,9221,18983,Low,412616,0.33086172264342334,0.3082459636194516,0.007393983617928064,0.015221775406043645,2022,2022-05,2022Q2,Sunday,1,T1 Emerging reach,Long-form video
Post_1621,2022-05-25,Twitter,#Fitness,Tweet,USA,857952,53166,31496,36051,High,120713,0.14069901346462274,0.06196850173436276,0.03671067845287382,0.04201983327738615,2022,2022-05,2022Q2,Wednesday,1,T1 Emerging reach,Text post
Post_1628,2022-05-03,TikTok,#Fitness,Shorts,Brazil,1707223,69921,5348,27889,Low,103158,0.06042444367256064,0.04095598524621564,0.003132572604750522,0.016335885821594485,2022,2022-05,2022Q2,Tuesday,1,T2 Growth reach,Short video
Post_1645,2023-05-16,Twitter,#Fitness,Reel,Canada,3399334,231513,21754,40671,Low,293938,0.0864692907493056,0.06810539946942548,0.006399488841049452,0.011964402438830665,2023,2023-05,2023Q2,Tuesday,1,T3 Established reach,Short video
Post_1650,2023-03-07,YouTube,#Fitness,Shorts,Australia,4841810,373052,32565,46187,Medium,451804,0.09331303789285413,0.07704804608194044,0.00672579056179404,0.009539201249119647,2023,2023-03,2023Q1,Tuesday,1,T4 Mega reach,Short video
Post_1656,2022-03-29,Instagram,#Fitness,Tweet,USA,4141357,340428,36529,4526,High,381483,0.09211545877353727,0.08220204150475315,0.00882053877509232,0.0010928784936918019,2022,2022-03,2022Q1,Tuesday,1,T4 Mega reach,Text post
Post_1657,2022-07-20,Twitter,#Fitness,Post,Germany,2781286,186013,98891,19768,High,304672,0.10954357085175706,0.06688021296623217,0.03555585437815457,0.007107503507370332,2022,2022-07,2022Q3,Wednesday,1,T3 Established reach,Image post
Post_1658,2023-07-02,Instagram,#Fitness,Video,Japan,1577124,190567,91953,34496,Low,317016,0.20100892510671323,0.12083197009239603,0.05830422972448584,0.021872725289831363,2023,2023-07,2023Q3,Sunday,1,T2 Growth reach,Long-form video
Post_1677,2022-06-20,Instagram,#Fitness,Post,Brazil,3675490,253771,62578,7498,Low,323847,0.08810988466843876,0.06904412744967338,0.01702575710993636,0.0020400001088290267,2022,2022-06,2022Q2,Monday,1,T3 Established reach,Image post
Post_1688,2023-07-31,Twitter,#Fitness,Live Stream,India,3343066,210608,21075,3469,High,235152,0.07034022062382256,0.06299845710494498,0.006304093308358256,0.0010376702105193256,2023,2023-07,2023Q3,Monday,1,T3 Established reach,Live stream
Post_1699,2022-04-10,YouTube,#Fitness,Video,USA,1777184,64483,44743,32481,Low,141707,0.07973681959774565,0.0362838062913013,0.0251763463996975,0.018276666906746855,2022,2022-04,2022Q2,Sunday,1,T2 Growth reach,Long-form video
Post_1732,2023-06-26,Twitter,#Fitness,Reel,Australia,2368193,171217,24221,16695,Low,212133,0.08957589182976218,0.07229858377252192,0.010227629251501039,0.007049678805739228,2023,2023-06,2023Q2,Monday,1,T2 Growth reach,Short video
Post_1756,2022-01-01,YouTube,#Fitness,Live Stream,USA,3150317,265173,11352,30489,Low,307014,0.09745495453314698,0.08417343397505711,0.0036034468912176138,0.009678073666872254,2022,2022-01,2022Q1,Saturday,1,T3 Established reach,Live stream
Post_1762,2023-03-13,YouTube,#Fitness,Live Stream,UK,2328409,278174,1846,648,Low,280668,0.12054067820559017,0.11946956054541964,0.0007928160387629493,0.00027830162140757915,2023,2023-03,2023Q1,Monday,1,T2 Growth reach,Live stream
Post_1775,2023-11-19,YouTube,#Fitness,Post,Germany,4424982,473087,70529,6195,Medium,549811,0.12425157887647904,0.10691275128350805,0.01593882189803258,0.0014000056949384201,2023,2023-11,2023Q4,Sunday,1,T4 Mega reach,Image post
Post_1791,2023-09-20,Instagram,#Fitness,Reel,USA,168561,82166,65838,18714,High,166718,0.9890662727439918,0.4874555798790942,0.39058857030985816,0.11102212255503942,2023,2023-09,2023Q3,Wednesday,1,T1 Emerging reach,Short video
Post_1809,2022-10-08,YouTube,#Fitness,Tweet,USA,3376862,256792,32295,36817,Low,325904,0.0965109027256666,0.07604456445066456,0.009563612608392051,0.010902725666610007,2022,2022-10,2022Q4,Saturday,1,T3 Established reach,Text post
Post_1810,2023-08-05,TikTok,#Fitness,Post,Canada,2282731,406474,94993,28457,High,529924,0.23214474241599206,0.178064782928869,0.041613751247956944,0.012466208239166157,2023,2023-08,2023Q3,Saturday,1,T2 Growth reach,Image post
Post_1815,2022-02-25,Twitter,#Fitness,Post,Australia,4273890,457777,53428,36657,High,547862,0.1281881377386877,0.10711015023783953,0.012501023657604665,0.00857696384324351,2022,2022-02,2022Q1,Friday,1,T4 Mega reach,Image post
Post_1821,2022-02-11,YouTube,#Fitness,Tweet,Australia,4430105,374616,59305,38022,Medium,471943,0.10653088357950884,0.0845614268736294,0.013386815888111005,0.008582640817768428,2022,2022-02,2022Q1,Friday,1,T4 Mega reach,Text post
Post_1822,2022-03-23,Instagram,#Fitness,Post,UK,3927149,204604,48798,45548,High,298950,0.07612392603387343,0.05209988212823094,0.012425808137149877,0.011598235768492613,2022,2022-03,2022Q1,Wednesday,1,T4 Mega reach,Image post
Post_1824,2022-08-01,YouTube,#Fitness,Reel,USA,1910857,341639,81369,41098,Medium,464106,0.2428784571529947,0.17878836563908235,0.04258246430789955,0.0215076272060128,2022,2022-08,2022Q3,Monday,1,T2 Growth reach,Short video
Post_1827,2023-11-27,Instagram,#Fitness,Post,Japan,1598314,404896,69137,28060,Medium,502093,0.314139149128394,0.25332694326646704,0.04325620622731203,0.017555999634614974,2023,2023-11,2023Q4,Monday,1,T2 Growth reach,Image post
Post_1828,2022-01-20,Instagram,#Fitness,Video,India,784996,495718,72882,33474,Low,602074,0.7669771565714985,0.6314911158782974,0.09284378519126212,0.04264225550193886,2022,2022-01,2022Q1,Thursday,1,T1 Emerging reach,Long-form video
Post_1852,2023-09-23,Twitter,#Fitness,Reel,India,4966138,284880,79331,658,Low,364869,0.07347137755736953,0.05736449530802406,0.015974384924462428,0.00013249732488303787,2023,2023-09,2023Q3,Saturday,1,T4 Mega reach,Short video
Post_1861,2022-07-10,Instagram,#Fitness,Live Stream,Canada,4515285,443710,6736,11422,High,461868,0.1022898886781233,0.09826843709754755,0.0014918216679567292,0.002529629912619026,2022,2022-07,2022Q3,Sunday,1,T4 Mega reach,Live stream
Post_1868,2023-07-24,TikTok,#Fitness,Post,Canada,3000891,433393,20337,17183,Medium,470913,0.15692439345514383,0.14442144016560415,0.006776987234791267,0.005725966054748406,2023,2023-07,2023Q3,Monday,1,T3 Established reach,Image post
Post_1880,2022-10-30,TikTok,#Fitness,Shorts,Japan,2533247,4775,13471,25118,Low,43364,0.017117951782830494,0.001884932657573462,0.005317681220978452,0.00991533790427858,2022,2022-10,2022Q4,Sunday,1,T2 Growth reach,Short video
Post_1891,2023-11-25,YouTube,#Fitness,Shorts,Australia,4256166,391217,1492,5070,High,397779,0.09345946563174462,0.09191770245803382,0.00035055023699733515,0.0011912129367134647,2023,2023-11,2023Q4,Saturday,1,T4 Mega reach,Short video
Post_1914,2023-03-11,Twitter,#Fitness,Shorts,Australia,3910450,184844,57393,22803,High,265040,0.06777736577631731,0.04726924011303047,0.014676827475098774,0.00583129818818806,2023,2023-03,2023Q1,Saturday,1,T4 Mega reach,Short video
Post_1933,2023-12-18,YouTube,#Fitness,Post,Brazil,2584947,450936,97710,156,Medium,548802,0.21230686741352917,0.17444690355353515,0.037799614460180424,6.03493998136132e-05,2023,2023-12,2023Q4,Monday,1,T2 Growth reach,Image post
Post_1936,2023-03-16,Twitter,#Fitness,Live Stream,Japan,3462370,78467,70308,23887,Medium,172662,0.04986815389458665,0.022662800336185906,0.020306321970211157,0.006899031588189592,2023,2023-03,2023Q1,Thursday,1,T3 Established reach,Live stream
Post_1946,2023-06-03,TikTok,#Fitness,Post,Germany,4318086,297540,37515,35324,Low,370379,0.08577388222467083,0.06890552897742194,0.008687876989944155,0.00818047625730474,2023,2023-06,2023Q2,Saturday,1,T4 Mega reach,Image post
Post_1950,2022-05-02,Twitter,#Fitness,Tweet,India,738822,341078,21459,47079,High,409616,0.5544177081895233,0.46165111488288113,0.029044884965526204,0.063721708341116,2022,2022-05,2022Q2,Monday,1,T1 Emerging reach,Text post
Post_1951,2022-12-01,TikTok,#Fitness,Post,India,2530016,217176,9746,19237,Low,246159,0.09729543212374941,0.0858397733453069,0.003852149551623389,0.007603509226819119,2022,2022-12,2022Q4,Thursday,1,T2 Growth reach,Image post
Post_1953,2022-01-20,Twitter,#Fitness,Tweet,USA,1313145,14056,80213,27953,Low,122222,0.09307578371010056,0.010704073046007867,0.06108464792540047,0.021287062738692224,2022,2022-01,2022Q1,Thursday,1,T1 Emerging reach,Text post
Post_2008,2022-12-29,Instagram,#Fitness,Reel,USA,4857009,234614,71215,2428,High,308257,0.06346642553060948,0.04830421356023841,0.014662315840880675,0.0004998961294903921,2022,2022-12,2022Q4,Thursday,1,T4 Mega reach,Short video
Post_2013,2023-03-11,Twitter,#Fitness,Reel,India,1891257,200446,78397,36461,High,315304,0.16671663343480025,0.10598559582330694,0.041452325093839705,0.019278712517653604,2023,2023-03,2023Q1,Saturday,1,T2 Growth reach,Short video
Post_2016,2022-02-22,YouTube,#Fitness,Reel,USA,4392368,301535,48079,37360,Medium,386974,0.08810145233732693,0.06864975794377884,0.01094603184432634,0.008505662549221742,2022,2022-02,2022Q1,Tuesday,1,T4 Mega reach,Short video
Post_2021,2023-06-06,TikTok,#Fitness,Tweet,Germany,4576354,417016,83248,45520,High,545784,0.11926175291509354,0.09112406951035694,0.01819090044170534,0.009946782963031269,2023,2023-06,2023Q2,Tuesday,1,T4 Mega reach,Text post
Post_2057,2022-09-01,TikTok,#Fitness,Shorts,Brazil,4254543,360399,3532,4647,Medium,368578,0.08663163117636842,0.08470921553736793,0.0008301714191159896,0.0010922442198844859,2022,2022-09,2022Q3,Thursday,1,T4 Mega reach,Short video
Post_2078,2023-03-23,Instagram,#Fitness,Post,India,356764,263855,20640,43357,Low,327852,0.9189604332275678,0.7395785449204516,0.05785337085580384,0.12152851745131235,2023,2023-03,2023Q1,Thursday,1,T1 Emerging reach,Image post
Post_2082,2022-09-27,Instagram,#Fitness,Shorts,USA,1396437,367349,24578,35760,Medium,427687,0.3062701718731314,0.2630616347174989,0.017600507577499022,0.025608029578133493,2022,2022-09,2022Q3,Tuesday,1,T1 Emerging reach,Short video
Post_2084,2023-12-23,YouTube,#Fitness,Video,Japan,2393584,145807,92401,29656,Low,267864,0.11190917051584569,0.06091576481126211,0.03860361700278745,0.012389788701796136,2023,2023-12,2023Q4,Saturday,1,T2 Growth reach,Long-form video
Post_2095,2022-03-07,Instagram,#Fitness,Reel,Brazil,448051,256526,88555,9475,Medium,354556,0.7913295584654425,0.5725375013112347,0.1976449109587971,0.02114714619541079,2022,2022-03,2022Q1,Monday,1,T1 Emerging reach,Short video
Post_2097,2022-10-02,TikTok,#Fitness,Post,Brazil,3759988,283295,67140,3530,Medium,353965,0.09413992810615353,0.07534465535528305,0.0178564399673616,0.0009388327835088835,2022,2022-10,2022Q4,Sunday,1,T3 Established reach,Image post
Post_2099,2022-01-19,TikTok,#Fitness,Shorts,Japan,3382006,410513,17552,18639,Low,446704,0.13208255692036028,0.12138151144616538,0.0051898192965949795,0.005511226177599922,2022,2022-01,2022Q1,Wednesday,1,T3 Established reach,Short video
Post_2119,2023-06-28,Twitter,#Fitness,Post,India,1191790,18070,38513,39735,High,96318,0.08081792933318789,0.015162067142701316,0.032315256882504466,0.033340605307982114,2023,2023-06,2023Q2,Wednesday,1,T1 Emerging reach,Image post
Post_2131,2022-12-06,TikTok,#Fitness,Post,UK,2757579,463841,73343,31447,Low,568631,0.20620660369113633,0.1682058791425377,0.026596880814656623,0.011403843733941984,2022,2022-12,2022Q4,Tuesday,1,T3 Established reach,Image post
Post_2150,2023-06-08,TikTok,#Fitness,Post,Germany,347711,204813,98930,24858,Medium,328601,0.9450405652970426,0.5890322710526845,0.28451788985680637,0.07149040438755173,2023,2023-06,2023Q2,Thursday,1,T1 Emerging reach,Image post
Post_2152,2023-11-18,TikTok,#Fitness,Video,UK,4706191,318830,35920,32602,Low,387352,0.08230690169608501,0.06774693164812053,0.007632499403445376,0.006927470644519103,2023,2023-11,2023Q4,Saturday,1,T4 Mega reach,Long-form video
Post_2156,2023-02-28,TikTok,#Fitness,Reel,Germany,3351813,93307,40221,28094,High,161622,0.04821927714941138,0.027837770185866573,0.011999774450424293,0.00838173251312051,2023,2023-02,2023Q1,Tuesday,1,T3 Established reach,Short video
Post_2195,2023-04-26,Instagram,#Fitness,Post,Germany,1615734,285555,68383,31687,Low,385625,0.23866861748282825,0.1767339178354853,0.04232317943423856,0.019611520213104385,2023,2023-04,2023Q2,Wednesday,1,T2 Growth reach,Image post
Post_2203,2022-05-14,Instagram,#Fitness,Post,Germany,4913452,306350,2985,44655,Low,353990,0.0720450713673401,0.06234924041183266,0.0006075158564691382,0.009088315099038314,2022,2022-05,2022Q2,Saturday,1,T4 Mega reach,Image post
Post_2211,2022-01-09,Twitter,#Fitness,Post,USA,2756985,167281,38374,11465,Low,217120,0.07875269542634436,0.06067533918392737,0.01391882799507433,0.004158528247342658,2022,2022-01,2022Q1,Sunday,1,T3 Established reach,Image post
Post_2221,2022-02-18,Instagram,#Fitness,Tweet,Brazil,2776258,317373,95587,17971,High,430931,0.15522008401236484,0.11431682502130566,0.03443015742773186,0.006473101563327328,2022,2022-02,2022Q1,Friday,1,T3 Established reach,Text post
Post_2232,2022-02-02,YouTube,#Fitness,Video,Brazil,3371495,283970,78225,32830,Medium,395025,0.11716612363358095,0.08422673027840764,0.023201873352919105,0.009737520002254193,2022,2022-02,2022Q1,Wednesday,1,T3 Established reach,Long-form video
Post_2242,2022-06-30,Twitter,#Fitness,Live Stream,UK,1815867,356490,24330,35584,High,416404,0.22931415131174254,0.19631944410025623,0.013398558374594615,0.01959614883689169,2022,2022-06,2022Q2,Thursday,1,T2 Growth reach,Live stream
Post_2246,2023-08-28,Twitter,#Fitness,Tweet,India,4946908,203142,39890,30878,High,273910,0.055369940172730114,0.04106443863520405,0.008063622772042658,0.006241878765483409,2023,2023-08,2023Q3,Monday,1,T4 Mega reach,Text post
