Post_ID,Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Interactions,Engagement_Rate,Like_Rate,Share_Rate,Comment_Rate,Year,Post_Month,Post_Quarter,Day_Of_Week,Is_Fitness,Reach_Tier,Format_Group
Post_1273,2022-07-07,Instagram,#Music,Reel,Australia,1934060,55050,41483,39848,Medium,136381,0.07051539249040878,0.02846343960373515,0.02144866239930509,0.02060329048736854,2022,2022-07,2022Q3,Thursday,0,T2 Growth reach,Short video
Post_1274,2022-04-17,YouTube,#Comedy,Live Stream,UK,3328075,305353,8424,46784,Medium,360561,0.108339205096039,0.09175063662928269,0.0025311929568894932,0.014057375509866814,2022,2022-04,2022Q2,Sunday,0,T3 Established reach,Live stream
Post_1275,2023-04-12,Instagram,#Challenge,Shorts,India,4618662,1774,38568,31300,Low,71642,0.015511418674932264,0.0003840939215729577,0.008350470331017944,0.006776854422341362,2023,2023-04,2023Q2,Wednesday,0,T4 Mega reach,Short video
Post_1276,2022-12-10,YouTube,#Education,Video,Brazil,2637799,128740,47263,25381,Low,201384,0.07634546832415964,0.048805841536826725,0.01791758962680629,0.009622037160526635,2022,2022-12,2022Q4,Saturday,0,T2 Growth reach,Long-form video
Post_1277,2022-08-26,Twitter,#Viral,Post,Japan,1021175,427434,92929,40158,Medium,560521,0.5488980830905574,0.4185707640708008,0.09100203197297231,0.03932528704678434,2022,2022-08,2022Q3,Friday,0,T1 Emerging reach,Image post
Post_1278,2023-11-27,Instagram,#Fashion,Post,India,136708,9741,60279,1977,Medium,71997,0.5266480381543143,0.0712540597477836,0.4409324984638792,0.014461479942651491,2023,2023-11,2023Q4,Monday,0,T1 Emerging reach,Image post
Post_1279,2023-10-01,TikTok,#Tech,Live Stream,Brazil,4820047,240695,76116,10533,Low,327344,0.06791303072355934,0.04993623506160832,0.015791547260846212,0.0021852484011048025,2023,2023-10,2023Q4,Sunday,0,T4 Mega reach,Live stream
Post_1280,2022-01-24,YouTube,#Tech,Video,Canada,1417619,261333,28832,33631,Medium,323796,0.22840833820652798,0.18434642876541582,0.020338327858190387,0.023723581582921788,2022,2022-01,2022Q1,Monday,0,T1 Emerging reach,Long-form video
Post_1281,2023-10-29,Instagram,#Challenge,Shorts,Canada,3373662,127818,52586,17121,Medium,197525,0.05854913740617762,0.037887020098634656,0.015587216502423775,0.005074900805119185,2023,2023-10,2023Q4,Sunday,0,T3 Established reach,Short video
Post_1282,2023-10-12,Twitter,#Viral,Live Stream,Australia,280264,24388,40754,36005,Low,101147,0.36089900950532355,0.08701795450004282,0.14541289641195446,0.1284681585933263,2023,2023-10,2023Q4,Thursday,0,T1 Emerging reach,Live stream
Post_1283,2022-08-14,YouTube,#Dance,Post,Brazil,1412186,348080,24255,47797,Low,420132,0.2975047196332494,0.2464831119979946,0.017175499544677543,0.0338461080905773,2022,2022-08,2022Q3,Sunday,0,T1 Emerging reach,Image post
Post_1284,2023-07-24,YouTube,#Comedy,Live Stream,Australia,2440607,59389,15997,21735,Low,97121,0.03979378900412889,0.024333700591697066,0.006554516970573304,0.008905571441858521,2023,2023-07,2023Q3,Monday,0,T2 Growth reach,Live stream
Post_1285,2023-03-18,YouTube,#Viral,Live Stream,Canada,1212383,134452,16512,26744,Low,177708,0.14657744293676173,0.1108989485995762,0.013619458537442376,0.02205903579974315,2023,2023-03,2023Q1,Saturday,0,T1 Emerging reach,Live stream
Post_1286,2022-12-14,YouTube,#Education,Shorts,India,2561337,468506,33962,5509,Low,507977,0.1983249373276535,0.18291462622841118,0.013259481278722791,0.0021508298205195177,2022,2022-12,2022Q4,Wednesday,0,T2 Growth reach,Short video
Post_1287,2023-11-10,YouTube,#Dance,Post,Japan,886874,374139,41228,35296,High,450663,0.5081477188416844,0.4218626321213611,0.04648687412191585,0.03979821259840744,2023,2023-11,2023Q4,Friday,0,T1 Emerging reach,Image post
Post_1288,2022-06-20,TikTok,#Tech,Tweet,Brazil,1622096,119815,41769,1529,Medium,163113,0.1005569337449818,0.07386430889417149,0.02575001726161707,0.0009426075891932413,2022,2022-06,2022Q2,Monday,0,T2 Growth reach,Text post
Post_1289,2023-12-03,Instagram,#Gaming,Post,Brazil,946358,304294,25948,35055,Low,365297,0.3860029713913762,0.32154216480443976,0.027418799228199054,0.03704200735873739,2023,2023-12,2023Q4,Sunday,0,T1 Emerging reach,Image post
Post_1290,2022-06-25,Twitter,#Music,Video,Germany,4119667,242655,41085,3854,High,287594,0.06981001134314982,0.058901605396746874,0.009972893440173684,0.0009355125062292656,2022,2022-06,2022Q2,Saturday,0,T4 Mega reach,Long-form video
Post_1291,2022-02-22,TikTok,#Education,Post,USA,3974573,400911,46622,18136,Low,465669,0.11716201966852792,0.1008689486895825,0.011730065091268924,0.004563005887676487,2022,2022-02,2022Q1,Tuesday,0,T4 Mega reach,Image post
Post_1292,2022-07-20,YouTube,#Challenge,Post,India,2764814,67913,48844,32596,Low,149353,0.05401918537738886,0.024563316013301438,0.017666287858785438,0.011789581505301985,2022,2022-07,2022Q3,Wednesday,0,T3 Established reach,Image post
Post_1293,2023-02-16,Instagram,#Dance,Post,Canada,3105914,310842,86059,25445,Low,422346,0.13598122807006247,0.10008068478393156,0.027708107822689232,0.008192435463441679,2023,2023-02,2023Q1,Thursday,0,T3 Established reach,Image post
Post_1294,2023-04-08,YouTube,#Fitness,Video,UK,2289887,411599,6923,34729,High,453251,0.19793596801938262,0.17974642416852885,0.0030232932891448355,0.01516625056170894,2023,2023-04,2023Q2,Saturday,1,T2 Growth reach,Long-form video
Post_1295,2022-10-10,YouTube,#Education,Video,Japan,1213734,342720,58380,21282,Medium,422382,0.34800211578484247,0.28236829486526704,0.04809950120866681,0.01753431971090865,2022,2022-10,2022Q4,Monday,0,T1 Emerging reach,Long-form video
Post_1297,2023-12-01,Twitter,#Dance,Shorts,Germany,1661537,8669,88291,10996,Low,107956,0.06497357567120082,0.00521745829313461,0.053138148593741816,0.006617968784324394,2023,2023-12,2023Q4,Friday,0,T2 Growth reach,Short video
Post_1298,2023-09-08,Instagram,#Music,Live Stream,UK,643763,472554,57987,11509,High,542050,0.8420024139318352,0.7340496424926565,0.09007507421209358,0.017877697227085123,2023,2023-09,2023Q3,Friday,0,T1 Emerging reach,Live stream
Post_1299,2023-05-02,TikTok,#Dance,Reel,Australia,1296499,230354,67311,23584,Low,321249,0.24778191113143935,0.17767387402535598,0.051917510156197576,0.018190526949885807,2023,2023-05,2023Q2,Tuesday,0,T1 Emerging reach,Short video
Post_1300,2023-02-10,TikTok,#Comedy,Post,Germany,1205102,220248,24146,6273,High,250667,0.20800479959372734,0.18276295284548527,0.020036478240016198,0.00520536850822586,2023,2023-02,2023Q1,Friday,0,T1 Emerging reach,Image post
Post_1301,2023-02-01,Twitter,#Comedy,Post,India,3264905,287339,75893,22514,Low,385746,0.11814922639402985,0.08800838002943424,0.023245086763627118,0.006895759600968481,2023,2023-02,2023Q1,Wednesday,0,T3 Established reach,Image post
Post_1302,2022-04-17,TikTok,#Fashion,Tweet,Japan,4295107,52742,18986,7245,Medium,78973,0.01838673634905952,0.012279554385955927,0.004420378817105139,0.0016868031459984583,2022,2022-04,2022Q2,Sunday,0,T4 Mega reach,Text post
Post_1303,2022-07-13,YouTube,#Tech,Tweet,Canada,736289,485171,37329,48944,Medium,571444,0.776113727082708,0.6589409864876428,0.05069884243822738,0.06647389815683787,2022,2022-07,2022Q3,Wednesday,0,T1 Emerging reach,Text post
Post_1304,2022-08-28,Twitter,#Gaming,Tweet,UK,961783,142483,59165,21732,Medium,223380,0.232256132620352,0.148144643854175,0.061515955262257706,0.022595533503919282,2022,2022-08,2022Q3,Sunday,0,T1 Emerging reach,Text post
Post_1305,2022-02-13,Instagram,#Challenge,Live Stream,UK,3171066,339557,4006,12554,Medium,356117,0.11230198299247005,0.10707976434422999,0.0012632975787952696,0.003958921069444786,2022,2022-02,2022Q1,Sunday,0,T3 Established reach,Live stream
Post_1306,2023-09-18,YouTube,#Comedy,Live Stream,Canada,2389579,152619,48984,25191,Medium,226794,0.0949096054158494,0.06386857266489201,0.02049900840273538,0.010542024348222009,2023,2023-09,2023Q3,Monday,0,T2 Growth reach,Live stream
Post_1307,2022-05-22,TikTok,#Challenge,Shorts,India,804183,164716,88378,8578,Medium,261672,0.3253886242310519,0.20482402637210684,0.10989787150437151,0.010666726354573523,2022,2022-05,2022Q2,Sunday,0,T1 Emerging reach,Short video
Post_1308,2023-09-16,Twitter,#Music,Reel,India,278830,96874,13638,40689,Medium,151201,0.5422694831976473,0.34743033389520495,0.04891152315030664,0.1459276261521357,2023,2023-09,2023Q3,Saturday,0,T1 Emerging reach,Short video
Post_1309,2023-05-07,YouTube,#Fitness,Shorts,UK,894414,424359,9498,48618,High,482475,0.539431404249039,0.4744547826845286,0.01061924343760272,0.05435737812690768,2023,2023-05,2023Q2,Sunday,1,T1 Emerging reach,Short video
Post_1310,2023-05-06,YouTube,#Viral,Reel,UK,3175002,317730,81407,42155,Low,441292,0.13898951874675985,0.10007237790716353,0.02563998384882907,0.01327715699076725,2023,2023-05,2023Q2,Saturday,0,T3 Established reach,Short video
Post_1311,2022-03-20,YouTube,#Dance,Reel,Brazil,2362838,3194,35532,3408,High,42134,0.017831946159660543,0.0013517642766876104,0.015037848553307505,0.0014423333296654278,2022,2022-03,2022Q1,Sunday,0,T2 Growth reach,Short video
Post_1312,2023-09-01,TikTok,#Dance,Video,USA,2010391,142135,17115,37585,Low,196835,0.09790881475295105,0.07070017722920566,0.008513269309303514,0.018695368214441867,2023,2023-09,2023Q3,Friday,0,T2 Growth reach,Long-form video
Post_1313,2022-01-10,Twitter,#Music,Tweet,UK,1333519,33634,67008,19020,Medium,119662,0.08973400453986782,0.025221987838193533,0.05024900282635643,0.014263013875317861,2022,2022-01,2022Q1,Monday,0,T1 Emerging reach,Text post
Post_1314,2023-07-13,TikTok,#Challenge,Video,USA,2851867,407380,86927,39494,Low,533801,0.18717597980550987,0.14284677370999418,0.030480734199736525,0.013848471895779152,2023,2023-07,2023Q3,Thursday,0,T3 Established reach,Long-form video
Post_1316,2022-05-25,Twitter,#Comedy,Post,Australia,1068462,397476,34854,18603,Medium,450933,0.4220393425316015,0.37200761468353577,0.03262072025022884,0.01741100759783689,2022,2022-05,2022Q2,Wednesday,0,T1 Emerging reach,Image post
Post_1317,2023-05-30,Twitter,#Tech,Live Stream,Australia,370537,271989,18364,40465,Low,330818,0.8928069261639189,0.7340400553790849,0.049560502729821855,0.10920636805501205,2023,2023-05,2023Q2,Tuesday,0,T1 Emerging reach,Live stream
Post_1318,2023-06-30,Twitter,#Fitness,Video,Germany,2055018,318200,34749,4831,High,357780,0.1741006648116951,0.15484049288132756,0.016909340940079357,0.002350830990288163,2023,2023-06,2023Q2,Friday,1,T2 Growth reach,Long-form video
Post_1319,2023-06-07,Instagram,#Dance,Video,Brazil,1179104,355660,14269,32625,Medium,402554,0.34140669525334494,0.30163581838412895,0.012101561863923792,0.027669315005292155,2023,2023-06,2023Q2,Wednesday,0,T1 Emerging reach,Long-form video
Post_1320,2022-04-27,Twitter,#Fashion,Reel,USA,842477,301736,68814,19088,Low,389638,0.4624909641450152,0.3581533976595207,0.08168056813420425,0.022656998351290304,2022,2022-04,2022Q2,Wednesday,0,T1 Emerging reach,Short video
Post_1321,2023-03-09,Instagram,#Fashion,Live Stream,India,739337,157550,81164,9915,Medium,248629,0.3362864295984105,0.21309632819674926,0.10977943752307812,0.013410663878583109,2023,2023-03,2023Q1,Thursday,0,T1 Emerging reach,Live stream
Post_1322,2022-11-15,Twitter,#Fitness,Shorts,Australia,4500031,189284,97120,44811,Medium,331215,0.0736028262916411,0.042062821345008515,0.021582073545715574,0.009957931400917016,2022,2022-11,2022Q4,Tuesday,1,T4 Mega reach,Short video
Post_1323,2023-02-09,YouTube,#Education,Tweet,UK,1215133,357427,68104,34015,Low,459546,0.3781857623815665,0.29414640208108905,0.056046539761491126,0.027992820538986267,2023,2023-02,2023Q1,Thursday,0,T1 Emerging reach,Text post
Post_1324,2023-02-25,Instagram,#Challenge,Post,Brazil,449348,35182,4716,18161,High,58059,0.1292072068864221,0.07829566393975271,0.010495206387922056,0.04041633655874734,2023,2023-02,2023Q1,Saturday,0,T1 Emerging reach,Image post
Post_1325,2022-07-16,Twitter,#Dance,Reel,India,1190740,213240,94333,16398,Medium,323971,0.2720753481028604,0.17908191544753682,0.07922216436837597,0.013771268286947613,2022,2022-07,2022Q3,Saturday,0,T1 Emerging reach,Short video
Post_1326,2022-10-31,YouTube,#Fashion,Post,Brazil,1118979,426061,23299,8196,Medium,457556,0.40890490348791175,0.38075870950214435,0.02082165974517842,0.007324534240588965,2022,2022-10,2022Q4,Monday,0,T1 Emerging reach,Image post
Post_1327,2023-01-18,Instagram,#Fashion,Tweet,Brazil,4007152,432650,96770,7738,Medium,537158,0.1340498189237643,0.10796945062228736,0.02414932101402692,0.0019310472874500394,2023,2023-01,2023Q1,Wednesday,0,T4 Mega reach,Text post
Post_1328,2023-03-26,Twitter,#Fashion,Post,Japan,3390112,413183,6201,2949,Low,422333,0.12457789005201009,0.12187886417911857,0.0018291431079563152,0.0008698827649351998,2023,2023-03,2023Q1,Sunday,0,T3 Established reach,Image post
Post_1329,2023-12-20,Instagram,#Viral,Reel,Canada,4223266,5635,13422,13879,Low,32936,0.007798703657311663,0.0013342754162299984,0.0031781090748250287,0.0032863191662566363,2023,2023-12,2023Q4,Wednesday,0,T4 Mega reach,Short video
Post_1330,2023-10-13,Twitter,#Tech,Tweet,USA,837863,264887,35633,21578,High,322098,0.38442800314609904,0.31614595703593545,0.04252843245256086,0.025753613657602734,2023,2023-10,2023Q4,Friday,0,T1 Emerging reach,Text post
Post_1331,2023-08-26,Twitter,#Viral,Tweet,Germany,3425267,229865,43423,22490,Low,295778,0.08635180848675446,0.06710863707851096,0.012677259904118424,0.00656591150412508,2023,2023-08,2023Q3,Saturday,0,T3 Established reach,Text post
Post_1332,2022-10-14,Twitter,#Education,Shorts,Germany,4347648,241142,55800,165,High,297107,0.06833740910027675,0.05546493184360832,0.01283452570217276,3.7951554495672146e-05,2022,2022-10,2022Q4,Friday,0,T4 Mega reach,Short video
Post_1333,2023-03-20,TikTok,#Music,Video,UK,2454558,271958,31163,46231,High,349352,0.14232786513905965,0.11079713740722362,0.012695972146512732,0.018834755585323305,2023,2023-03,2023Q1,Monday,0,T2 Growth reach,Long-form video
Post_1334,2023-08-10,Twitter,#Fitness,Video,Brazil,4328041,127158,91300,2263,Low,220721,0.05099789951158041,0.02938003591001102,0.021094994247975007,0.000522869353594386,2023,2023-08,2023Q3,Thursday,1,T4 Mega reach,Long-form video
Post_1335,2022-10-27,TikTok,#Tech,Live Stream,Germany,4511744,254344,59222,41866,Medium,355432,0.07877929244212438,0.056373765887426236,0.013126188010667271,0.009279338544030867,2022,2022-10,2022Q4,Thursday,0,T4 Mega reach,Live stream
Post_1336,2023-06-26,YouTube,#Fashion,Live Stream,Japan,4610463,425376,84697,14385,Medium,524458,0.11375386810391928,0.09226318484716177,0.0183706061625481,0.0031200770942094104,2023,2023-06,2023Q2,Monday,0,T4 Mega reach,Live stream
Post_1337,2022-01-05,Instagram,#Education,Live Stream,Germany,2277825,468829,14948,24904,Low,508681,0.22331873607498381,0.20582309878941535,0.006562400535598653,0.010933236749969818,2022,2022-01,2022Q1,Wednesday,0,T2 Growth reach,Live stream
Post_1338,2022-08-22,YouTube,#Music,Live Stream,Japan,3893120,140608,79169,3536,High,223313,0.05736093416077593,0.03611704750945257,0.02033561770507973,0.0009082689462436298,2022,2022-08,2022Q3,Monday,0,T4 Mega reach,Live stream
Post_1340,2022-07-28,TikTok,#Comedy,Reel,Japan,4714288,367578,82639,34084,High,484301,0.10273046534280468,0.07797105310494395,0.017529476349344802,0.0072299358885159325,2022,2022-07,2022Q3,Thursday,0,T4 Mega reach,Short video
Post_1341,2023-08-20,Instagram,#Viral,Reel,Japan,2449412,260270,93639,48015,Medium,401924,0.16408999384342038,0.10625815501842892,0.03822917500200048,0.019602663822990987,2023,2023-08,2023Q3,Sunday,0,T2 Growth reach,Short video
Post_1342,2022-12-13,Instagram,#Fashion,Video,Germany,3525460,12794,64359,44733,Low,121886,0.03457307698853483,0.003629029970557034,0.018255490063708,0.012688556954269797,2022,2022-12,2022Q4,Tuesday,0,T3 Established reach,Long-form video
Post_1343,2023-03-08,YouTube,#Viral,Reel,Canada,4742368,54608,90554,26913,Medium,172075,0.036284615618189055,0.011514922502850897,0.019094680126046735,0.005675012989291426,2023,2023-03,2023Q1,Wednesday,0,T4 Mega reach,Short video
Post_1344,2023-11-06,Instagram,#Fashion,Reel,Australia,2884482,205837,18884,34478,High,259199,0.0898598084508761,0.07136012635890951,0.006546756055333332,0.011952926036633267,2023,2023-11,2023Q4,Monday,0,T3 Established reach,Short video
Post_1345,2022-05-06,TikTok,#Education,Tweet,Japan,2816091,31691,13582,28775,Medium,74048,0.026294604826335513,0.011253542587934836,0.004822997552280803,0.010218064686119873,2022,2022-05,2022Q2,Friday,0,T3 Established reach,Text post
Post_1346,2023-03-24,Twitter,#Challenge,Tweet,Canada,4467747,342278,65649,39380,Medium,447307,0.1001191428252316,0.07661087344471386,0.014693983343282419,0.008814286037235322,2023,2023-03,2023Q1,Friday,0,T4 Mega reach,Text post
Post_1347,2023-07-13,YouTube,#Music,Reel,USA,4985164,47700,96055,48941,High,192696,0.0386538938337836,0.00956839133075662,0.01926817252150581,0.00981732998152117,2023,2023-07,2023Q3,Thursday,0,T4 Mega reach,Short video
Post_1348,2023-10-19,TikTok,#Comedy,Shorts,Germany,4745468,126563,37361,35102,High,199026,0.04194022591660085,0.02667028836776478,0.007872985340961102,0.007396952207874966,2023,2023-10,2023Q4,Thursday,0,T4 Mega reach,Short video
Post_1349,2023-08-19,YouTube,#Tech,Video,UK,4193386,430264,84216,12887,Low,527367,0.12576161603057767,0.10260538858097012,0.020083054600745078,0.0030731728488624706,2023,2023-08,2023Q3,Saturday,0,T4 Mega reach,Long-form video
Post_1350,2022-08-13,YouTube,#Education,Tweet,USA,1406438,73183,6162,13527,Medium,92872,0.0660334831681169,0.05203428803829248,0.004381280938086144,0.009617914191738278,2022,2022-08,2022Q3,Saturday,0,T1 Emerging reach,Text post
Post_1351,2023-08-01,YouTube,#Dance,Live Stream,Germany,4920264,398327,3628,34070,Medium,436025,0.08861821235608495,0.0809564283542509,0.0007373588083891433,0.006924425193444905,2023,2023-08,2023Q3,Tuesday,0,T4 Mega reach,Live stream
Post_1352,2022-06-12,TikTok,#Fitness,Live Stream,Australia,675163,272637,95308,27495,High,395440,0.5856956023952734,0.4038091542338665,0.14116294879903074,0.040723499362376195,2022,2022-06,2022Q2,Sunday,1,T1 Emerging reach,Live stream
Post_1353,2023-09-27,YouTube,#Fitness,Shorts,Germany,3156979,486439,65910,47543,Medium,599892,0.19002090289482446,0.15408369837113264,0.020877554142742158,0.015059650380949635,2023,2023-09,2023Q3,Wednesday,1,T3 Established reach,Short video
Post_1354,2023-07-20,Twitter,#Dance,Reel,Canada,2825287,117638,95968,7429,High,221035,0.07823452980175112,0.04163753983223651,0.033967522591510174,0.0026294673780044293,2023,2023-07,2023Q3,Thursday,0,T3 Established reach,Short video
Post_1355,2022-10-01,Instagram,#Comedy,Live Stream,India,4880933,424044,36411,15765,Low,476220,0.09756741180425955,0.08687765228492175,0.007459844255186457,0.0032299152641513417,2022,2022-10,2022Q4,Saturday,0,T4 Mega reach,Live stream
Post_1357,2023-11-13,Instagram,#Viral,Live Stream,Germany,1591371,457773,5808,24319,High,487900,0.306590983497877,0.28765950868779183,0.003649683197695572,0.015281791612389569,2023,2023-11,2023Q4,Monday,0,T2 Growth reach,Live stream
Post_1358,2022-07-01,Twitter,#Tech,Shorts,India,3671946,28063,80288,21251,Low,129602,0.03529518135615284,0.007642541584217197,0.021865245295001615,0.005787394476934029,2022,2022-07,2022Q3,Friday,0,T3 Established reach,Short video
Post_1359,2022-05-13,Instagram,#Music,Shorts,Germany,4747943,215327,30817,27401,High,273545,0.05761337067441627,0.04535163964689551,0.006490600245200922,0.0057711307823198384,2022,2022-05,2022Q2,Friday,0,T4 Mega reach,Short video
Post_1360,2022-02-07,Twitter,#Fashion,Live Stream,Germany,2578412,251504,84789,13528,Medium,349821,0.13567304216703924,0.09754220814982245,0.03288419383713697,0.0052466401800798325,2022,2022-02,2022Q1,Monday,0,T2 Growth reach,Live stream
Post_1361,2023-03-03,YouTube,#Viral,Video,India,1449220,225649,39904,16363,Low,281916,0.19452947102579318,0.15570375788355115,0.0275348118298119,0.011290901312430135,2023,2023-03,2023Q1,Friday,0,T1 Emerging reach,Long-form video
Post_1362,2023-11-20,YouTube,#Challenge,Post,Japan,597344,17521,66825,29302,Medium,113648,0.19025553115122945,0.029331507473080838,0.11187021213906895,0.04905381153907966,2023,2023-11,2023Q4,Monday,0,T1 Emerging reach,Image post
Post_1363,2023-04-23,TikTok,#Comedy,Video,Canada,1009899,476137,3228,47964,Low,527329,0.5221601368057598,0.47146991926915466,0.0031963592398843847,0.04749385829672076,2023,2023-04,2023Q2,Sunday,0,T1 Emerging reach,Long-form video
Post_1364,2022-09-06,YouTube,#Fashion,Shorts,USA,3120029,151582,8928,27509,Medium,188019,0.06026193987299477,0.048583522781358766,0.002861511864152545,0.008816905227483463,2022,2022-09,2022Q3,Tuesday,0,T3 Established reach,Short video
Post_1365,2022-01-19,TikTok,#Gaming,Tweet,Australia,2364689,57101,14115,11231,High,82447,0.03486589568437964,0.024147361450068065,0.005969072465766111,0.004749461768545462,2022,2022-01,2022Q1,Wednesday,0,T2 Growth reach,Text post
Post_1366,2022-01-20,YouTube,#Gaming,Video,Canada,853053,422491,51824,41589,Low,515904,0.6047736776026812,0.49526934434320025,0.06075120772097396,0.04875312553850698,2022,2022-01,2022Q1,Thursday,0,T1 Emerging reach,Long-form video
Post_1368,2022-05-18,Twitter,#Fashion,Tweet,UK,2205622,171076,81828,23677,Medium,276581,0.12539818699668392,0.07756360790742929,0.03709973875849987,0.010734840330754771,2022,2022-05,2022Q2,Wednesday,0,T2 Growth reach,Text post
Post_1369,2023-10-26,TikTok,#Viral,Post,Canada,963137,158489,94198,2651,Low,255338,0.26511077863273863,0.1645549906191954,0.0978033239300328,0.0027524640835104456,2023,2023-10,2023Q4,Thursday,0,T1 Emerging reach,Image post
Post_1370,2022-08-17,Twitter,#Tech,Video,Canada,4356359,427373,98628,27675,Low,553676,0.12709604511473915,0.09810325549386541,0.022640007400675656,0.006352782220198106,2022,2022-08,2022Q3,Wednesday,0,T4 Mega reach,Long-form video
Post_1371,2022-04-14,Instagram,#Challenge,Tweet,Australia,1180989,109429,18098,33218,Medium,160745,0.1361104972188564,0.09265878005637648,0.015324444173485104,0.02812727298899482,2022,2022-04,2022Q2,Thursday,0,T1 Emerging reach,Text post
Post_1372,2023-09-03,YouTube,#Challenge,Reel,Brazil,3465465,146955,2010,4596,High,153561,0.04431180231224381,0.04240556462119802,0.0005800087434153858,0.0013262289476304045,2023,2023-09,2023Q3,Sunday,0,T3 Established reach,Short video
Post_1373,2022-09-13,Instagram,#Comedy,Reel,India,2744810,30544,94790,20833,Medium,146167,0.05325213767073131,0.01112791049289386,0.034534266488390815,0.007589960689446628,2022,2022-09,2022Q3,Tuesday,0,T3 Established reach,Short video
Post_1374,2023-06-06,Twitter,#Fitness,Video,UK,4517381,232135,69688,1995,Low,303818,0.06725534109254898,0.051387075829999726,0.015426637691175485,0.00044162757137376725,2023,2023-06,2023Q2,Tuesday,1,T4 Mega reach,Long-form video
Post_1375,2023-10-26,Twitter,#Fitness,Video,Canada,4496073,124732,19857,2918,Medium,147507,0.0328079637496989,0.02774243211798385,0.0044165208171664475,0.0006490108145486072,2023,2023-10,2023Q4,Thursday,1,T4 Mega reach,Long-form video
Post_1376,2023-06-07,Instagram,#Fashion,Live Stream,Germany,323411,56058,33031,39409,High,128498,0.3973210558700848,0.17333362192380594,0.10213319893262753,0.12185423501365136,2023,2023-06,2023Q2,Wednesday,0,T1 Emerging reach,Live stream
Post_1377,2022-07-29,YouTube,#Education,Reel,Germany,1690683,485592,49331,19554,High,554477,0.3279603568498648,0.28721646813743323,0.029178148712680024,0.01156573999975158,2022,2022-07,2022Q3,Friday,0,T2 Growth reach,Short video
Post_1378,2022-07-11,TikTok,#Music,Reel,Canada,4125312,360231,50867,10401,Medium,421499,0.10217384769927705,0.08732212254491296,0.012330461308138634,0.0025212638462254492,2022,2022-07,2022Q3,Monday,0,T4 Mega reach,Short video
Post_1379,2023-10-20,Instagram,#Education,Reel,India,3262393,454181,90442,5100,Low,549723,0.16850299764620633,0.13921713294504984,0.027722595039898625,0.0015632696612578557,2023,2023-10,2023Q4,Friday,0,T3 Established reach,Short video
Post_1380,2022-04-19,TikTok,#Fitness,Shorts,Brazil,1323089,321120,43717,31601,High,396438,0.2996306370924405,0.24270476135770155,0.03304161700384479,0.023884258730894142,2022,2022-04,2022Q2,Tuesday,1,T1 Emerging reach,Short video
Post_1381,2023-05-28,YouTube,#Fitness,Reel,Germany,4993673,462012,14851,39245,Low,516108,0.1033523821043148,0.09251947414258002,0.0029739632531004733,0.007858944708634305,2023,2023-05,2023Q2,Sunday,1,T4 Mega reach,Short video
Post_1382,2022-08-29,YouTube,#Gaming,Shorts,USA,1871397,491635,26412,40281,High,558328,0.29834823930999144,0.2627101571713538,0.014113520541071723,0.021524561597565883,2022,2022-08,2022Q3,Monday,0,T2 Growth reach,Short video
Post_1383,2022-03-30,Twitter,#Music,Live Stream,Germany,1091382,169871,69296,28132,Medium,267299,0.24491791141873331,0.15564761009435743,0.06349380876723273,0.025776492557143146,2022,2022-03,2022Q1,Wednesday,0,T1 Emerging reach,Live stream
Post_1384,2022-11-01,Instagram,#Gaming,Tweet,Brazil,3717231,417599,10888,30642,Low,459129,0.12351371222288848,0.11234141757668543,0.0029290619818892073,0.00824323266431384,2022,2022-11,2022Q4,Tuesday,0,T3 Established reach,Text post
Post_1385,2023-02-20,Twitter,#Challenge,Shorts,UK,3351844,109560,72783,24165,High,206508,0.06161026587156204,0.03268648540922549,0.021714316060055302,0.007209464402281251,2023,2023-02,2023Q1,Monday,0,T3 Established reach,Short video
Post_1386,2022-10-04,YouTube,#Education,Post,USA,1088400,219478,50960,9544,Low,279982,0.2572418228592429,0.20165196618890113,0.046821021683204705,0.008768834987137082,2022,2022-10,2022Q4,Tuesday,0,T1 Emerging reach,Image post
Post_1387,2023-08-14,TikTok,#Music,Tweet,UK,1068851,486900,57469,18804,Low,563173,0.526895703891375,0.45553589789409377,0.05376708259617103,0.017592723401110164,2023,2023-08,2023Q3,Monday,0,T1 Emerging reach,Text post
Post_1388,2022-12-05,YouTube,#Tech,Shorts,Brazil,4256215,226028,42182,44655,Low,312865,0.07350779977045332,0.05310539998566802,0.009910683553344932,0.010491716231440375,2022,2022-12,2022Q4,Monday,0,T4 Mega reach,Short video
Post_1389,2023-05-10,Twitter,#Education,Post,Canada,2875825,267989,33779,31998,High,333766,0.11605921778967775,0.09318682465031773,0.011745846843949128,0.011126546295410883,2023,2023-05,2023Q2,Wednesday,0,T3 Established reach,Image post
Post_1390,2022-06-24,YouTube,#Tech,Tweet,Germany,1064061,290505,80733,47868,Low,419106,0.39387403541714244,0.2730153628410401,0.07587252986435929,0.04498614271174303,2022,2022-06,2022Q2,Friday,0,T1 Emerging reach,Text post
Post_1391,2022-07-12,TikTok,#Fitness,Reel,Canada,3806689,20540,47457,9403,High,77400,0.02033263027265952,0.005395765191219981,0.012466739468341122,0.002470125613098417,2022,2022-07,2022Q3,Tuesday,1,T3 Established reach,Short video
